ItemCode,ItemName,Brand,Grade,Thickness,Width,Length,BatchNum,CoilNo,Quantity,WhsCode,Bin,GRPONo,GRPODate
COIL63699,NMDC HR COIL 10MMX1250,NMDC,,10,1250,,B80142,3396987,31.397,38,A1-02,4135,2026-08-09
COIL63699,NMDC HR COIL 10MMX1250,NMDC,,10,1250,,B93579,5408072,31.396,38,C1-07,4299,2026-07-03
COIL49922,SAIL HR COIL 14MMX2000/E350BR,SAIL,E350BR,14,2000,,B67447,4679591,45.309,38,B3-11,4070,2026-06-22
COIL49922,SAIL HR COIL 14MMX2000/E350BR,SAIL,E350BR,14,2000,,B31915,1790481,45.308,38,C2-03,4056,2026-08-07
COIL87487,NMDC HR COIL 6MMX1250/E350,NMDC,E350,6,1250,,B75333,2065818,84.81,38,C1-07,4197,2026-07-09
COIL50236,NMDC HR COIL 12MMX1500/E350,NMDC,E350,12,1500,,B89352,5218028,42.16,38,C2-03,4283,2026-08-25
COIL50236,NMDC HR COIL 12MMX1500/E350,NMDC,E350,12,1500,,B35014,5476583,42.16,38,B2-05,4174,2026-08-12
COIL63897,NMDC HR COIL 10MMX1500,NMDC,,10,1500,,B40730,8612220,41.865,38,C1-07,4001,2026-07-24
COIL63897,NMDC HR COIL 10MMX1500,NMDC,,10,1500,,B43416,9517485,41.865,38,B2-05,4054,2026-06-07
COIL25655,JSW HR COIL 16MMX2000,JSW,,16,2000,,B86540,4337174,19.78,38,D1-09,4078,2026-07-10
COIL25655,JSW HR COIL 16MMX2000,JSW,,16,2000,,B41174,9897858,19.78,38,B2-05,4000,2026-06-11
COIL25655,JSW HR COIL 16MMX2000,JSW,,16,2000,,B84042,1326765,19.78,38,D1-09,4057,2026-07-11
COIL88511,JSW HR COIL 8MMX2000,JSW,,8,2000,,B51385,1971823,28.915,38,A1-01,4123,2026-06-15
COIL88511,JSW HR COIL 8MMX2000,JSW,,8,2000,,B31226,9153566,28.915,38,D1-09,4035,2026-06-19
COIL77197,SAIL CHEQUERED COIL 4MMX1250,SAIL,,4,1250,,B36828,8973915,64.9,38,B2-05,4281,2026-08-05
COIL55304,SAIL HR COIL 16MMX2000,SAIL,,16,2000,,B99507,8099076,21.46,38,D1-09,4108,2026-06-18
COIL55304,SAIL HR COIL 16MMX2000,SAIL,,16,2000,,B46365,6229731,21.46,38,C2-03,4204,2026-06-02
COIL55304,SAIL HR COIL 16MMX2000,SAIL,,16,2000,,B68944,8350099,21.46,38,A1-01,4264,2026-06-30
COIL61240,AMNS HR COIL 12X2000MM/E350BR,AMNS,E350BR,12,2000,,B49451,2074176,11.457,38,C1-07,4173,2026-08-24
COIL17414,H.R COIL 4MMX1250/E350BR,OTHER,E350BR,4,1250,,B50161,4694634,7.212,38,C2-03,4003,2026-08-17
COIL17414,H.R COIL 4MMX1250/E350BR,OTHER,E350BR,4,1250,,B27716,4841005,7.212,38,D1-09,4034,2026-08-22
COIL17414,H.R COIL 4MMX1250/E350BR,OTHER,E350BR,4,1250,,B63309,2188789,7.211,38,B2-05,4263,2026-07-27
COIL51106,JSW HR COIL 25MMX1500,JSW,,25,1500,,B83624,4594297,8.933,38,C2-03,4276,2026-08-10
COIL51106,JSW HR COIL 25MMX1500,JSW,,25,1500,,B94847,8930103,8.933,38,D1-09,4124,2026-06-27
COIL51106,JSW HR COIL 25MMX1500,JSW,,25,1500,,B73354,4194548,8.934,38,C2-03,4048,2026-08-14
